Type,Name,SKU,Description,KGs,Selling Price - Old,Decor,Storage,Outdoor,Beds,Lighting,Tables,Chairs,Sofas,Selling Price - New,Discounted
Belia,"Belia Module, Right Arm, Ecru Velvet",2089,"Relive the spirit of the 1970s with the Belia, a modern sectional that brings a refreshing change to open-plan living spaces, steering away from bulky furniture. Its dynamic design lets you easily modify your setup to match your room's vibe, your mood, or your needs, all without the hassle of complete redecorating.

The Belia has found its way into the hearts of a new generation of furniture enthusiasts who appreciate its flexible and liberating qualities. Thanks to its clever tie rods and rings, you can detach and rearrange the modules effortlessly, allowing the sofa to evolve with your personal style and tastes.

Constructed with a sturdy wooden frame and wrapped in soft fabric over cold-pressed foam, its low-profile silhouette offers an inviting sense of laid-back luxury. Every plush cushion invites you to sink in and indulge in comfort.",32,2499.00,,,,,,,,,0.00,0.00
Belia,"Belia Module, Right Arm, Blush Pink Velvet",1509,"Relive the spirit of the 1970s with the Belia, a modern sectional that brings a refreshing change to open-plan living spaces, steering away from bulky furniture. Its dynamic design lets you easily modify your setup to match your room's vibe, your mood, or your needs, all without the hassle of complete redecorating.

The Belia has found its way into the hearts of a new generation of furniture enthusiasts who appreciate its flexible and liberating qualities. Thanks to its clever tie rods and rings, you can detach and rearrange the modules effortlessly, allowing the sofa to evolve with your personal style and tastes.

Constructed with a sturdy wooden frame and wrapped in soft fabric over cold-pressed foam, its low-profile silhouette offers an inviting sense of laid-back luxury. Every plush cushion invites you to sink in and indulge in comfort.",32,2499.00,,,,,,,,,0.00,0.00
Belia,"Belia Module, Right Arm, Black Velvet",4843,"Relive the spirit of the 1970s with the Belia, a modern sectional that brings a refreshing change to open-plan living spaces, steering away from bulky furniture. Its dynamic design lets you easily modify your setup to match your room's vibe, your mood, or your needs, all without the hassle of complete redecorating.

The Belia has found its way into the hearts of a new generation of furniture enthusiasts who appreciate its flexible and liberating qualities. Thanks to its clever tie rods and rings, you can detach and rearrange the modules effortlessly, allowing the sofa to evolve with your personal style and tastes.

Constructed with a sturdy wooden frame and wrapped in soft fabric over cold-pressed foam, its low-profile silhouette offers an inviting sense of laid-back luxury. Every plush cushion invites you to sink in and indulge in comfort.",32,2165.00,,,,,,,,,0.00,0.00
Belia,"Belia Module, Right Arm, Black Boucle",4842,"Relive the spirit of the 1970s with the Belia, a modern sectional that brings a refreshing change to open-plan living spaces, steering away from bulky furniture. Its dynamic design lets you easily modify your setup to match your room's vibe, your mood, or your needs, all without the hassle of complete redecorating.

The Belia has found its way into the hearts of a new generation of furniture enthusiasts who appreciate its flexible and liberating qualities. Thanks to its clever tie rods and rings, you can detach and rearrange the modules effortlessly, allowing the sofa to evolve with your personal style and tastes.

Constructed with a sturdy wooden frame and wrapped in soft fabric over cold-pressed foam, its low-profile silhouette offers an inviting sense of laid-back luxury. Every plush cushion invites you to sink in and indulge in comfort.",32,2332.00,,,,,,,,,0.00,0.00
Belia,"Belia Module, Right Arm,  Beige Gray Chenille",3176,"Relive the spirit of the 1970s with the Belia, a modern sectional that brings a refreshing change to open-plan living spaces, steering away from bulky furniture. Its dynamic design lets you easily modify your setup to match your room's vibe, your mood, or your needs, all without the hassle of complete redecorating.

The Belia has found its way into the hearts of a new generation of furniture enthusiasts who appreciate its flexible and liberating qualities. Thanks to its clever tie rods and rings, you can detach and rearrange the modules effortlessly, allowing the sofa to evolve with your personal style and tastes.

Constructed with a sturdy wooden frame and wrapped in soft fabric over cold-pressed foam, its low-profile silhouette offers an inviting sense of laid-back luxury. Every plush cushion invites you to sink in and indulge in comfort.",32,2165.00,,,,,,,,,0.00,0.00
Belia,"Belia Module, Right Arm, Apricot Velvet",1675,"Relive the spirit of the 1970s with the Belia, a modern sectional that brings a refreshing change to open-plan living spaces, steering away from bulky furniture. Its dynamic design lets you easily modify your setup to match your room's vibe, your mood, or your needs, all without the hassle of complete redecorating.

The Belia has found its way into the hearts of a new generation of furniture enthusiasts who appreciate its flexible and liberating qualities. Thanks to its clever tie rods and rings, you can detach and rearrange the modules effortlessly, allowing the sofa to evolve with your personal style and tastes.

Constructed with a sturdy wooden frame and wrapped in soft fabric over cold-pressed foam, its low-profile silhouette offers an inviting sense of laid-back luxury. Every plush cushion invites you to sink in and indulge in comfort.",32,2499.00,,,,,,,,,0.00,0.00
Belia,"Belia Module, Right Arm, Aegean Blue Velvet",1504,"Relive the spirit of the 1970s with the Belia, a modern sectional that brings a refreshing change to open-plan living spaces, steering away from bulky furniture. Its dynamic design lets you easily modify your setup to match your room's vibe, your mood, or your needs, all without the hassle of complete redecorating.

The Belia has found its way into the hearts of a new generation of furniture enthusiasts who appreciate its flexible and liberating qualities. Thanks to its clever tie rods and rings, you can detach and rearrange the modules effortlessly, allowing the sofa to evolve with your personal style and tastes.

Constructed with a sturdy wooden frame and wrapped in soft fabric over cold-pressed foam, its low-profile silhouette offers an inviting sense of laid-back luxury. Every plush cushion invites you to sink in and indulge in comfort.",32,2499.00,,,,,,,,,0.00,0.00
Belia,"Belia Module, Left Corner, White Boucle",1556,"Relive the spirit of the 1970s with the Belia, a modern sectional that brings a refreshing change to open-plan living spaces, steering away from bulky furniture. Its dynamic design lets you easily modify your setup to match your room's vibe, your mood, or your needs, all without the hassle of complete redecorating.

The Belia has found its way into the hearts of a new generation of furniture enthusiasts who appreciate its flexible and liberating qualities. Thanks to its clever tie rods and rings, you can detach and rearrange the modules effortlessly, allowing the sofa to evolve with your personal style and tastes.

Constructed with a sturdy wooden frame and wrapped in soft fabric over cold-pressed foam, its low-profile silhouette offers an inviting sense of laid-back luxury. Every plush cushion invites you to sink in and indulge in comfort.",32,2832.00,,,,,,,,,0.00,0.00
Belia,"Belia Module, Left Corner, Thyme Luxe Velvet",3175,"Relive the spirit of the 1970s with the Belia, a modern sectional that brings a refreshing change to open-plan living spaces, steering away from bulky furniture. Its dynamic design lets you easily modify your setup to match your room's vibe, your mood, or your needs, all without the hassle of complete redecorating.

The Belia has found its way into the hearts of a new generation of furniture enthusiasts who appreciate its flexible and liberating qualities. Thanks to its clever tie rods and rings, you can detach and rearrange the modules effortlessly, allowing the sofa to evolve with your personal style and tastes.

Constructed with a sturdy wooden frame and wrapped in soft fabric over cold-pressed foam, its low-profile silhouette offers an inviting sense of laid-back luxury. Every plush cushion invites you to sink in and indulge in comfort.",32,2332.00,,,,,,,,,0.00,0.00
Belia,"Belia Module, Left Corner, Tan Vegan Leather",4841,"Relive the spirit of the 1970s with the Belia, a modern sectional that brings a refreshing change to open-plan living spaces, steering away from bulky furniture. Its dynamic design lets you easily modify your setup to match your room's vibe, your mood, or your needs, all without the hassle of complete redecorating.

The Belia has found its way into the hearts of a new generation of furniture enthusiasts who appreciate its flexible and liberating qualities. Thanks to its clever tie rods and rings, you can detach and rearrange the modules effortlessly, allowing the sofa to evolve with your personal style and tastes.

Constructed with a sturdy wooden frame and wrapped in soft fabric over cold-pressed foam, its low-profile silhouette offers an inviting sense of laid-back luxury. Every plush cushion invites you to sink in and indulge in comfort.",35,2332.00,,,,,,,,,0.00,0.00
Belia,"Belia Module, Left Corner, Tan Premium Leather",1685,"Relive the spirit of the 1970s with the Belia, a modern sectional that brings a refreshing change to open-plan living spaces, steering away from bulky furniture. Its dynamic design lets you easily modify your setup to match your room's vibe, your mood, or your needs, all without the hassle of complete redecorating.

The Belia has found its way into the hearts of a new generation of furniture enthusiasts who appreciate its flexible and liberating qualities. Thanks to its clever tie rods and rings, you can detach and rearrange the modules effortlessly, allowing the sofa to evolve with your personal style and tastes.

Constructed with a sturdy wooden frame and wrapped in soft fabric over cold-pressed foam, its low-profile silhouette offers an inviting sense of laid-back luxury. Every plush cushion invites you to sink in and indulge in comfort.",32,7332.00,,,,,,,,,0.00,0.00
Belia,"Belia Module, Left Corner, Spice Velvet",3174,"Relive the spirit of the 1970s with the Belia, a modern sectional that brings a refreshing change to open-plan living spaces, steering away from bulky furniture. Its dynamic design lets you easily modify your setup to match your room's vibe, your mood, or your needs, all without the hassle of complete redecorating.

The Belia has found its way into the hearts of a new generation of furniture enthusiasts who appreciate its flexible and liberating qualities. Thanks to its clever tie rods and rings, you can detach and rearrange the modules effortlessly, allowing the sofa to evolve with your personal style and tastes.

Constructed with a sturdy wooden frame and wrapped in soft fabric over cold-pressed foam, its low-profile silhouette offers an inviting sense of laid-back luxury. Every plush cushion invites you to sink in and indulge in comfort.",32,2332.00,,,,,,,,,0.00,0.00
Belia,"Belia Module, Left Corner, Olive Gold Velvet",3173,"Relive the spirit of the 1970s with the Belia, a modern sectional that brings a refreshing change to open-plan living spaces, steering away from bulky furniture. Its dynamic design lets you easily modify your setup to match your room's vibe, your mood, or your needs, all without the hassle of complete redecorating.

The Belia has found its way into the hearts of a new generation of furniture enthusiasts who appreciate its flexible and liberating qualities. Thanks to its clever tie rods and rings, you can detach and rearrange the modules effortlessly, allowing the sofa to evolve with your personal style and tastes.

Constructed with a sturdy wooden frame and wrapped in soft fabric over cold-pressed foam, its low-profile silhouette offers an inviting sense of laid-back luxury. Every plush cushion invites you to sink in and indulge in comfort.",32,2165.00,,,,,,,,,0.00,0.00
Belia,"Belia Module, Left Corner, Mocha Velvet",3171,"Relive the spirit of the 1970s with the Belia, a modern sectional that brings a refreshing change to open-plan living spaces, steering away from bulky furniture. Its dynamic design lets you easily modify your setup to match your room's vibe, your mood, or your needs, all without the hassle of complete redecorating.

The Belia has found its way into the hearts of a new generation of furniture enthusiasts who appreciate its flexible and liberating qualities. Thanks to its clever tie rods and rings, you can detach and rearrange the modules effortlessly, allowing the sofa to evolve with your personal style and tastes.

Constructed with a sturdy wooden frame and wrapped in soft fabric over cold-pressed foam, its low-profile silhouette offers an inviting sense of laid-back luxury. Every plush cushion invites you to sink in and indulge in comfort.",32,2165.00,,,,,,,,,0.00,0.00
Belia,"Belia Module, Left Corner, Maroon Velvet",3170,"Relive the spirit of the 1970s with the Belia, a modern sectional that brings a refreshing change to open-plan living spaces, steering away from bulky furniture. Its dynamic design lets you easily modify your setup to match your room's vibe, your mood, or your needs, all without the hassle of complete redecorating.

The Belia has found its way into the hearts of a new generation of furniture enthusiasts who appreciate its flexible and liberating qualities. Thanks to its clever tie rods and rings, you can detach and rearrange the modules effortlessly, allowing the sofa to evolve with your personal style and tastes.

Constructed with a sturdy wooden frame and wrapped in soft fabric over cold-pressed foam, its low-profile silhouette offers an inviting sense of laid-back luxury. Every plush cushion invites you to sink in and indulge in comfort.",32,2165.00,,,,,,,,,0.00,0.00
Belia,"Belia Module, Left Corner, Jadeite Luxe Velvet",4057,"Relive the spirit of the 1970s with the Belia, a modern sectional that brings a refreshing change to open-plan living spaces, steering away from bulky furniture. Its dynamic design lets you easily modify your setup to match your room's vibe, your mood, or your needs, all without the hassle of complete redecorating.

The Belia has found its way into the hearts of a new generation of furniture enthusiasts who appreciate its flexible and liberating qualities. Thanks to its clever tie rods and rings, you can detach and rearrange the modules effortlessly, allowing the sofa to evolve with your personal style and tastes.

Constructed with a sturdy wooden frame and wrapped in soft fabric over cold-pressed foam, its low-profile silhouette offers an inviting sense of laid-back luxury. Every plush cushion invites you to sink in and indulge in comfort.",35,2332.00,,,,,,,,,0.00,0.00
Belia,"Belia Module, Left Corner, Light Gray Velvet",1557,"Relive the spirit of the 1970s with the Belia, a modern sectional that brings a refreshing change to open-plan living spaces, steering away from bulky furniture. Its dynamic design lets you easily modify your setup to match your room's vibe, your mood, or your needs, all without the hassle of complete redecorating.

The Belia has found its way into the hearts of a new generation of furniture enthusiasts who appreciate its flexible and liberating qualities. Thanks to its clever tie rods and rings, you can detach and rearrange the modules effortlessly, allowing the sofa to evolve with your personal style and tastes.

Constructed with a sturdy wooden frame and wrapped in soft fabric over cold-pressed foam, its low-profile silhouette offers an inviting sense of laid-back luxury. Every plush cushion invites you to sink in and indulge in comfort.",32,2499.00,,,,,,,,,0.00,0.00
Belia,"Belia Module, Left Corner, Greige Velvet",4840,"Relive the spirit of the 1970s with the Belia, a modern sectional that brings a refreshing change to open-plan living spaces, steering away from bulky furniture. Its dynamic design lets you easily modify your setup to match your room's vibe, your mood, or your needs, all without the hassle of complete redecorating.

The Belia has found its way into the hearts of a new generation of furniture enthusiasts who appreciate its flexible and liberating qualities. Thanks to its clever tie rods and rings, you can detach and rearrange the modules effortlessly, allowing the sofa to evolve with your personal style and tastes.

Constructed with a sturdy wooden frame and wrapped in soft fabric over cold-pressed foam, its low-profile silhouette offers an inviting sense of laid-back luxury. Every plush cushion invites you to sink in and indulge in comfort.",35,2165.00,,,,,,,,,0.00,0.00
Belia,"Belia Module, Left Corner, Gray Boucle",1673,"Relive the spirit of the 1970s with the Belia, a modern sectional that brings a refreshing change to open-plan living spaces, steering away from bulky furniture. Its dynamic design lets you easily modify your setup to match your room's vibe, your mood, or your needs, all without the hassle of complete redecorating.

The Belia has found its way into the hearts of a new generation of furniture enthusiasts who appreciate its flexible and liberating qualities. Thanks to its clever tie rods and rings, you can detach and rearrange the modules effortlessly, allowing the sofa to evolve with your personal style and tastes.

Constructed with a sturdy wooden frame and wrapped in soft fabric over cold-pressed foam, its low-profile silhouette offers an inviting sense of laid-back luxury. Every plush cushion invites you to sink in and indulge in comfort.",32,2832.00,,,,,,,,,0.00,0.00
Belia,"Belia Module, Left Corner, Evergreen Brushed Weave",3169,"Relive the spirit of the 1970s with the Belia, a modern sectional that brings a refreshing change to open-plan living spaces, steering away from bulky furniture. Its dynamic design lets you easily modify your setup to match your room's vibe, your mood, or your needs, all without the hassle of complete redecorating.

The Belia has found its way into the hearts of a new generation of furniture enthusiasts who appreciate its flexible and liberating qualities. Thanks to its clever tie rods and rings, you can detach and rearrange the modules effortlessly, allowing the sofa to evolve with your personal style and tastes.

Constructed with a sturdy wooden frame and wrapped in soft fabric over cold-pressed foam, its low-profile silhouette offers an inviting sense of laid-back luxury. Every plush cushion invites you to sink in and indulge in comfort.",32,2165.00,,,,,,,,,0.00,0.00
Belia,"Belia Module, Left Corner, Eggshell Vegan Suede",3168,"Relive the spirit of the 1970s with the Belia, a modern sectional that brings a refreshing change to open-plan living spaces, steering away from bulky furniture. Its dynamic design lets you easily modify your setup to match your room's vibe, your mood, or your needs, all without the hassle of complete redecorating.

The Belia has found its way into the hearts of a new generation of furniture enthusiasts who appreciate its flexible and liberating qualities. Thanks to its clever tie rods and rings, you can detach and rearrange the modules effortlessly, allowing the sofa to evolve with your personal style and tastes.

Constructed with a sturdy wooden frame and wrapped in soft fabric over cold-pressed foam, its low-profile silhouette offers an inviting sense of laid-back luxury. Every plush cushion invites you to sink in and indulge in comfort.",32,2332.00,,,,,,,,,0.00,0.00
Belia,"Belia Module, Left Corner, Ecru Velvet",2092,"Relive the spirit of the 1970s with the Belia, a modern sectional that brings a refreshing change to open-plan living spaces, steering away from bulky furniture. Its dynamic design lets you easily modify your setup to match your room's vibe, your mood, or your needs, all without the hassle of complete redecorating.

The Belia has found its way into the hearts of a new generation of furniture enthusiasts who appreciate its flexible and liberating qualities. Thanks to its clever tie rods and rings, you can detach and rearrange the modules effortlessly, allowing the sofa to evolve with your personal style and tastes.

Constructed with a sturdy wooden frame and wrapped in soft fabric over cold-pressed foam, its low-profile silhouette offers an inviting sense of laid-back luxury. Every plush cushion invites you to sink in and indulge in comfort.",32,2499.00,,,,,,,,,0.00,0.00
Belia,"Belia Module, Left Corner, Blush Pink Velvet",1559,"Relive the spirit of the 1970s with the Belia, a modern sectional that brings a refreshing change to open-plan living spaces, steering away from bulky furniture. Its dynamic design lets you easily modify your setup to match your room's vibe, your mood, or your needs, all without the hassle of complete redecorating.

The Belia has found its way into the hearts of a new generation of furniture enthusiasts who appreciate its flexible and liberating qualities. Thanks to its clever tie rods and rings, you can detach and rearrange the modules effortlessly, allowing the sofa to evolve with your personal style and tastes.

Constructed with a sturdy wooden frame and wrapped in soft fabric over cold-pressed foam, its low-profile silhouette offers an inviting sense of laid-back luxury. Every plush cushion invites you to sink in and indulge in comfort.",32,2499.00,,,,,,,,,0.00,0.00
Belia,"Belia Module, Left Corner, Black Velvet",4838,"Relive the spirit of the 1970s with the Belia, a modern sectional that brings a refreshing change to open-plan living spaces, steering away from bulky furniture. Its dynamic design lets you easily modify your setup to match your room's vibe, your mood, or your needs, all without the hassle of complete redecorating.

The Belia has found its way into the hearts of a new generation of furniture enthusiasts who appreciate its flexible and liberating qualities. Thanks to its clever tie rods and rings, you can detach and rearrange the modules effortlessly, allowing the sofa to evolve with your personal style and tastes.

Constructed with a sturdy wooden frame and wrapped in soft fabric over cold-pressed foam, its low-profile silhouette offers an inviting sense of laid-back luxury. Every plush cushion invites you to sink in and indulge in comfort.",35,2165.00,,,,,,,,,0.00,0.00
Belia,"Belia Module, Left Corner, Black Boucle",4837,"Relive the spirit of the 1970s with the Belia, a modern sectional that brings a refreshing change to open-plan living spaces, steering away from bulky furniture. Its dynamic design lets you easily modify your setup to match your room's vibe, your mood, or your needs, all without the hassle of complete redecorating.

The Belia has found its way into the hearts of a new generation of furniture enthusiasts who appreciate its flexible and liberating qualities. Thanks to its clever tie rods and rings, you can detach and rearrange the modules effortlessly, allowing the sofa to evolve with your personal style and tastes.

Constructed with a sturdy wooden frame and wrapped in soft fabric over cold-pressed foam, its low-profile silhouette offers an inviting sense of laid-back luxury. Every plush cushion invites you to sink in and indulge in comfort.",35,2332.00,,,,,,,,,0.00,0.00
Belia,"Belia Module, Left Corner, Beige Gray Chenille",3166,"Relive the spirit of the 1970s with the Belia, a modern sectional that brings a refreshing change to open-plan living spaces, steering away from bulky furniture. Its dynamic design lets you easily modify your setup to match your room's vibe, your mood, or your needs, all without the hassle of complete redecorating.

The Belia has found its way into the hearts of a new generation of furniture enthusiasts who appreciate its flexible and liberating qualities. Thanks to its clever tie rods and rings, you can detach and rearrange the modules effortlessly, allowing the sofa to evolve with your personal style and tastes.

Constructed with a sturdy wooden frame and wrapped in soft fabric over cold-pressed foam, its low-profile silhouette offers an inviting sense of laid-back luxury. Every plush cushion invites you to sink in and indulge in comfort.",32,2165.00,,,,,,,,,0.00,0.00
Belia,"Belia Module, Left Corner, Apricot Velvet",1679,"Relive the spirit of the 1970s with the Belia, a modern sectional that brings a refreshing change to open-plan living spaces, steering away from bulky furniture. Its dynamic design lets you easily modify your setup to match your room's vibe, your mood, or your needs, all without the hassle of complete redecorating.

The Belia has found its way into the hearts of a new generation of furniture enthusiasts who appreciate its flexible and liberating qualities. Thanks to its clever tie rods and rings, you can detach and rearrange the modules effortlessly, allowing the sofa to evolve with your personal style and tastes.

Constructed with a sturdy wooden frame and wrapped in soft fabric over cold-pressed foam, its low-profile silhouette offers an inviting sense of laid-back luxury. Every plush cushion invites you to sink in and indulge in comfort.",32,2499.00,,,,,,,,,0.00,0.00
Belia,"Belia Module, Left Corner, Aegean Blue Velvet",1558,"Relive the spirit of the 1970s with the Belia, a modern sectional that brings a refreshing change to open-plan living spaces, steering away from bulky furniture. Its dynamic design lets you easily modify your setup to match your room's vibe, your mood, or your needs, all without the hassle of complete redecorating.

The Belia has found its way into the hearts of a new generation of furniture enthusiasts who appreciate its flexible and liberating qualities. Thanks to its clever tie rods and rings, you can detach and rearrange the modules effortlessly, allowing the sofa to evolve with your personal style and tastes.

Constructed with a sturdy wooden frame and wrapped in soft fabric over cold-pressed foam, its low-profile silhouette offers an inviting sense of laid-back luxury. Every plush cushion invites you to sink in and indulge in comfort.",32,2499.00,,,,,,,,,0.00,0.00
Belia,"Belia Module, Left Arm, White Boucle",1495,"Relive the spirit of the 1970s with the Belia, a modern sectional that brings a refreshing change to open-plan living spaces, steering away from bulky furniture. Its dynamic design lets you easily modify your setup to match your room's vibe, your mood, or your needs, all without the hassle of complete redecorating.

The Belia has found its way into the hearts of a new generation of furniture enthusiasts who appreciate its flexible and liberating qualities. Thanks to its clever tie rods and rings, you can detach and rearrange the modules effortlessly, allowing the sofa to evolve with your personal style and tastes.

Constructed with a sturdy wooden frame and wrapped in soft fabric over cold-pressed foam, its low-profile silhouette offers an inviting sense of laid-back luxury. Every plush cushion invites you to sink in and indulge in comfort.",32,2832.00,,,,,,,,,0.00,0.00
Belia,"Belia Module, Left Arm, Thyme Luxe Velvet",3165,"Relive the spirit of the 1970s with the Belia, a modern sectional that brings a refreshing change to open-plan living spaces, steering away from bulky furniture. Its dynamic design lets you easily modify your setup to match your room's vibe, your mood, or your needs, all without the hassle of complete redecorating.

The Belia has found its way into the hearts of a new generation of furniture enthusiasts who appreciate its flexible and liberating qualities. Thanks to its clever tie rods and rings, you can detach and rearrange the modules effortlessly, allowing the sofa to evolve with your personal style and tastes.

Constructed with a sturdy wooden frame and wrapped in soft fabric over cold-pressed foam, its low-profile silhouette offers an inviting sense of laid-back luxury. Every plush cushion invites you to sink in and indulge in comfort.",32,2332.00,,,,,,,,,0.00,0.00
Belia,"Belia Module, Left Arm, Tan Vegan Leather",4836,"Relive the spirit of the 1970s with the Belia, a modern sectional that brings a refreshing change to open-plan living spaces, steering away from bulky furniture. Its dynamic design lets you easily modify your setup to match your room's vibe, your mood, or your needs, all without the hassle of complete redecorating.

The Belia has found its way into the hearts of a new generation of furniture enthusiasts who appreciate its flexible and liberating qualities. Thanks to its clever tie rods and rings, you can detach and rearrange the modules effortlessly, allowing the sofa to evolve with your personal style and tastes.

Constructed with a sturdy wooden frame and wrapped in soft fabric over cold-pressed foam, its low-profile silhouette offers an inviting sense of laid-back luxury. Every plush cushion invites you to sink in and indulge in comfort.",32,2332.00,,,,,,,,,0.00,0.00
Belia,"Belia Module, Left Arm, Tan Premium Leather",1680,"Relive the spirit of the 1970s with the Belia, a modern sectional that brings a refreshing change to open-plan living spaces, steering away from bulky furniture. Its dynamic design lets you easily modify your setup to match your room's vibe, your mood, or your needs, all without the hassle of complete redecorating.

The Belia has found its way into the hearts of a new generation of furniture enthusiasts who appreciate its flexible and liberating qualities. Thanks to its clever tie rods and rings, you can detach and rearrange the modules effortlessly, allowing the sofa to evolve with your personal style and tastes.

Constructed with a sturdy wooden frame and wrapped in soft fabric over cold-pressed foam, its low-profile silhouette offers an inviting sense of laid-back luxury. Every plush cushion invites you to sink in and indulge in comfort.",32,7332.00,,,,,,,,,0.00,0.00
Belia,"Belia Module, Left Arm, Spice Velvet",3164,"Relive the spirit of the 1970s with the Belia, a modern sectional that brings a refreshing change to open-plan living spaces, steering away from bulky furniture. Its dynamic design lets you easily modify your setup to match your room's vibe, your mood, or your needs, all without the hassle of complete redecorating.

The Belia has found its way into the hearts of a new generation of furniture enthusiasts who appreciate its flexible and liberating qualities. Thanks to its clever tie rods and rings, you can detach and rearrange the modules effortlessly, allowing the sofa to evolve with your personal style and tastes.

Constructed with a sturdy wooden frame and wrapped in soft fabric over cold-pressed foam, its low-profile silhouette offers an inviting sense of laid-back luxury. Every plush cushion invites you to sink in and indulge in comfort.",32,2332.00,,,,,,,,,0.00,0.00
Belia,"Belia Module, Left Arm, Olive Gold Velvet",3163,"Relive the spirit of the 1970s with the Belia, a modern sectional that brings a refreshing change to open-plan living spaces, steering away from bulky furniture. Its dynamic design lets you easily modify your setup to match your room's vibe, your mood, or your needs, all without the hassle of complete redecorating.

The Belia has found its way into the hearts of a new generation of furniture enthusiasts who appreciate its flexible and liberating qualities. Thanks to its clever tie rods and rings, you can detach and rearrange the modules effortlessly, allowing the sofa to evolve with your personal style and tastes.

Constructed with a sturdy wooden frame and wrapped in soft fabric over cold-pressed foam, its low-profile silhouette offers an inviting sense of laid-back luxury. Every plush cushion invites you to sink in and indulge in comfort.",32,2165.00,,,,,,,,,0.00,0.00
Belia,"Belia Module, Left Arm, Maroon Velvet",3160,"Relive the spirit of the 1970s with the Belia, a modern sectional that brings a refreshing change to open-plan living spaces, steering away from bulky furniture. Its dynamic design lets you easily modify your setup to match your room's vibe, your mood, or your needs, all without the hassle of complete redecorating.

The Belia has found its way into the hearts of a new generation of furniture enthusiasts who appreciate its flexible and liberating qualities. Thanks to its clever tie rods and rings, you can detach and rearrange the modules effortlessly, allowing the sofa to evolve with your personal style and tastes.

Constructed with a sturdy wooden frame and wrapped in soft fabric over cold-pressed foam, its low-profile silhouette offers an inviting sense of laid-back luxury. Every plush cushion invites you to sink in and indulge in comfort.",32,2165.00,,,,,,,,,0.00,0.00
Belia,"Belia Module, Left Arm, Mocha Velvet",3161,"Relive the spirit of the 1970s with the Belia, a modern sectional that brings a refreshing change to open-plan living spaces, steering away from bulky furniture. Its dynamic design lets you easily modify your setup to match your room's vibe, your mood, or your needs, all without the hassle of complete redecorating.

The Belia has found its way into the hearts of a new generation of furniture enthusiasts who appreciate its flexible and liberating qualities. Thanks to its clever tie rods and rings, you can detach and rearrange the modules effortlessly, allowing the sofa to evolve with your personal style and tastes.

Constructed with a sturdy wooden frame and wrapped in soft fabric over cold-pressed foam, its low-profile silhouette offers an inviting sense of laid-back luxury. Every plush cushion invites you to sink in and indulge in comfort.",32,2165.00,,,,,,,,,0.00,0.00
Belia,"Belia Module, Left Arm, Light Gray Velvet",1500,"Relive the spirit of the 1970s with the Belia, a modern sectional that brings a refreshing change to open-plan living spaces, steering away from bulky furniture. Its dynamic design lets you easily modify your setup to match your room's vibe, your mood, or your needs, all without the hassle of complete redecorating.

The Belia has found its way into the hearts of a new generation of furniture enthusiasts who appreciate its flexible and liberating qualities. Thanks to its clever tie rods and rings, you can detach and rearrange the modules effortlessly, allowing the sofa to evolve with your personal style and tastes.

Constructed with a sturdy wooden frame and wrapped in soft fabric over cold-pressed foam, its low-profile silhouette offers an inviting sense of laid-back luxury. Every plush cushion invites you to sink in and indulge in comfort.",32,2499.00,,,,,,,,,0.00,0.00
Belia,"Belia Module, Left Arm, Jadeite Luxe Velvet",4064,"Relive the spirit of the 1970s with the Belia, a modern sectional that brings a refreshing change to open-plan living spaces, steering away from bulky furniture. Its dynamic design lets you easily modify your setup to match your room's vibe, your mood, or your needs, all without the hassle of complete redecorating.

The Belia has found its way into the hearts of a new generation of furniture enthusiasts who appreciate its flexible and liberating qualities. Thanks to its clever tie rods and rings, you can detach and rearrange the modules effortlessly, allowing the sofa to evolve with your personal style and tastes.

Constructed with a sturdy wooden frame and wrapped in soft fabric over cold-pressed foam, its low-profile silhouette offers an inviting sense of laid-back luxury. Every plush cushion invites you to sink in and indulge in comfort.",32,2332.00,,,,,,,,,0.00,0.00
Belia,"Belia Module, Left Arm, Greige Velvet",4835,"Relive the spirit of the 1970s with the Belia, a modern sectional that brings a refreshing change to open-plan living spaces, steering away from bulky furniture. Its dynamic design lets you easily modify your setup to match your room's vibe, your mood, or your needs, all without the hassle of complete redecorating.

The Belia has found its way into the hearts of a new generation of furniture enthusiasts who appreciate its flexible and liberating qualities. Thanks to its clever tie rods and rings, you can detach and rearrange the modules effortlessly, allowing the sofa to evolve with your personal style and tastes.

Constructed with a sturdy wooden frame and wrapped in soft fabric over cold-pressed foam, its low-profile silhouette offers an inviting sense of laid-back luxury. Every plush cushion invites you to sink in and indulge in comfort.",32,2165.00,,,,,,,,,0.00,0.00
Belia,"Belia Module, Left Arm, Gray Boucle",1668,"Relive the spirit of the 1970s with the Belia, a modern sectional that brings a refreshing change to open-plan living spaces, steering away from bulky furniture. Its dynamic design lets you easily modify your setup to match your room's vibe, your mood, or your needs, all without the hassle of complete redecorating.

The Belia has found its way into the hearts of a new generation of furniture enthusiasts who appreciate its flexible and liberating qualities. Thanks to its clever tie rods and rings, you can detach and rearrange the modules effortlessly, allowing the sofa to evolve with your personal style and tastes.

Constructed with a sturdy wooden frame and wrapped in soft fabric over cold-pressed foam, its low-profile silhouette offers an inviting sense of laid-back luxury. Every plush cushion invites you to sink in and indulge in comfort.",32,2832.00,,,,,,,,,0.00,0.00
